id,deutscher_name,botanischer_name,botanische_familie,hauptkategorie,weitere_kategorien,synonyme,quelle_botanik,geschmacksintensitaet,frische,suesse,saeure,bitterkeit,schaerfe,umami,zitronig,anisartig,menthol,harzig,erdig,blumig,pfeffrig,knoblauchartig,typische_verwendung,licht,bodenfeuchte,bodenanspruch,wasserbedarf,naehrstoffbedarf,hoehe,lebensdauer,standort_eignung,anbau_typ,slug,bild_dateiname,beschreibungstext,schwierigkeitsgrad,essbarkeit,giftige_teile,warnung
KR000180,Radieschen,Raphanus sativus var. sativus,Brassicaceae,Wurzelgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,4,0,0,0,2,0,0,0,0,0,0,0,3,0,Rohkost; Salat; Brotzeit; Topping,sonnig bis halbschattig,frisch,"locker, humos",mittel,schwach,10–25,einjährig,1,Garten,radieschen,radieschen.jpg,,Anfänger,essbar,,
KR000181,Schalotte,Allium cepa Aggregatum Group,Amaryllidaceae,Zwiebelgemüse,,Eschalotte,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,2,0,0,2,1,0,0,0,0,0,0,0,4,Vinaigrettes; Saucen; Schmorgerichte; confiert,sonnig,frisch,"locker, humos, durchlässig",mittel,mittel,25–50,einjährig,2,Garten,schalotte,schalotte.jpg,,Anfänger,essbar,,
KR000182,Zwiebel,Allium cepa,Amaryllidaceae,Zwiebelgemüse,,Küchenzwiebel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,4,1,2,0,0,3,1,0,0,0,0,1,0,1,4,Suppenbasis; Schmorgerichte; Ofengemüse; Salate; Chutneys,sonnig,frisch,"locker, humos, durchlässig",mittel,mittel,30–80,einjährig,2,Garten,zwiebel,zwiebel.jpg,,Anfänger,essbar,,
KR000183,Knoblauch,Allium sativum,Amaryllidaceae,Zwiebelgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,5,1,0,0,0,4,1,0,0,0,0,1,0,1,5,Marinaden; Pasta; Aioli; Ofengemüse; Saucen,sonnig,frisch,"locker, durchlässig, humos",mittel,mittel,40–70,einjährig,2,Garten,knoblauch,knoblauch.jpg,,Anfänger,essbar,,
KR000184,Lauch,Allium porrum,Amaryllidaceae,Zwiebelgemüse,,Porree,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,1,0,0,2,1,0,0,0,0,1,0,0,4,Suppen; Quiche; Pfannengerichte; Ofengemüse,sonnig,frisch,"tiefgründig, humos, nährstoffreich",mittel,mittel bis stark,50–80,einjährig,2,Garten,lauch,lauch.jpg,,Anfänger,essbar,,
KR000185,Bärlauch-Zwiebel,Allium victorialis,Amaryllidaceae,Wildkraut,Küchenkraut,Allermannsharnisch,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Wildzwiebelgemüse; Kräuterquark; Pesto; Suppentopping,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,1,Garten,baerlauch-zwiebel,baerlauch-zwiebel.jpg,,Anfänger,essbar,—,VERWECHSLUNGSGEFAHR mit Maiglöckchen/Herbstzeitlose – sicher bestimmen.
KR000186,Kartoffel,Solanum tuberosum,Solanaceae,Knollengemüse,,Erdapfel,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Salzkartoffeln; Püree; Bratkartoffeln; Gratin; Kartoffelsalat,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,kartoffel,kartoffel.jpg,,Anfänger,nur-verarbeitet,"grüne Knollenteile, Keime, Kraut, Beeren (Solanin)","Nur gegarte, nicht-grüne Knollen; grüne/keimende Stellen großzügig entfernen."
KR000187,Süßkartoffel,Ipomoea batatas,Convolvulaceae,Knollengemüse,,Batate,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Ofengemüse; Püree; Curry; Pommes; Suppe,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten-frostempfindlich,suesskartoffel,suesskartoffel.jpg,,Experte,essbar,,
KR000188,Maniok,Manihot esculenta,Euphorbiaceae,Wurzelgemüse,,Cassava; Yuca,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,Fufu; Pommes; Eintopf; Maniokbrei; Fladen,sonnig,frisch,"locker, tiefgründig, humos",mittel,mittel,20–50,mehrjährig-verholzend,3,nicht-kultivierbar,maniok,maniok.jpg,,,nur-verarbeitet,Wurzel/Blätter roh (Cyanogene),Nur fachgerecht verarbeitet; roh giftig.
KR000189,Tomate,Solanum lycopersicum,Solanaceae,Fruchtgemüse,,Paradeiser,https://powo.science.kew.org/; https://www.worldfloraonline.org/,4,3,2,2,0,0,3,0,0,0,0,0,0,0,0,Salat; Saucen; Ofengemüse; Suppe; Pizza; Pasta,sonnig,frisch,"humos, nährstoffreich, warm",mittel bis hoch,stark,80–250,einjährig,2,Garten-frostempfindlich,tomate,tomate.jpg,,Fortgeschritten,essbar-mit-einschränkung,"Kraut, grüne unreife Früchte (Tomatin/Solanin)",Nur reife Früchte roh essen.
KR000190,Paprika,Capsicum annuum,Solanaceae,Fruchtgemüse,,Gemüsepaprika,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,Ofengemüse; Ratatouille; Salat; Füllungen; Saucen,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,paprika,paprika.jpg,,Fortgeschritten,essbar,,
KR000191,Chili,Capsicum annuum,Solanaceae,Gewürzpflanze,,Peperoni; Cayenne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,5,2,0,0,0,5,0,0,0,0,0,0,0,2,0,Currys; Salsas; Chiliöl; Wok; Hot Sauce,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,chili,chili.jpg,,Fortgeschritten,essbar,,
KR000192,Habanero,Capsicum chinense,Solanaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Hot Sauce; karibische Marinaden; Salsas; Chiliöl,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten-frostempfindlich,habanero,habanero.jpg,,Fortgeschritten,essbar,,
KR000193,Aubergine,Solanum melongena,Solanaceae,Fruchtgemüse,,Melanzani,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,Ratatouille; Ofengemüse; Baba Ghanoush; Currys,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,60–120,einjährig,2,Garten-frostempfindlich,aubergine,aubergine.jpg,,Fortgeschritten,nur-verarbeitet,"Laub, rohe unreife Früchte (Solanin)",Nur reife Früchte gegart essen.
KR000194,Andenbeere,Physalis peruviana,Solanaceae,Fruchtgemüse,,Kapstachelbeere,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Chutney; Dessertgarnitur; Salsa; Konfitüre,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,andenbeere,andenbeere.jpg,,Fortgeschritten,essbar-mit-einschränkung,unreife Früchte und Kelch,Nur vollreife Früchte.
KR000195,Tomatillo,Physalis philadelphica,Solanaceae,Fruchtgemüse,,Mexikanische Husk Tomato,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Salsa verde; Schmorgerichte; Enchilada-Sauce; Pickles,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,tomatillo,tomatillo.jpg,,Fortgeschritten,essbar-mit-einschränkung,unreife Früchte und Kelch,Reif verwenden; Kelch entfernen.
KR000196,Gurke,Cucumis sativus,Cucurbitaceae,Fruchtgemüse,,Salatgurke,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Salat; Tsatsiki; Pickles; kalte Suppen,sonnig,frisch bis feucht,"humos, warm, nährstoffreich",hoch,stark,30–300,einjährig,2,Garten-frostempfindlich,gurke,gurke.jpg,,Fortgeschritten,essbar,,
KR000197,Melone,Cucumis melo,Cucurbitaceae,Fruchtgemüse,,Zuckermelone,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Obstsalat; kalte Suppe; Salsa; Vorspeise,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,melone,melone.jpg,,Experte,essbar,,
KR000198,Wassermelone,Citrullus lanatus,Cucurbitaceae,Fruchtgemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Sommer-Salat; kalte Suppe; Salsa; Pickles aus Schale,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,wassermelone,wassermelone.jpg,,Experte,essbar,,
KR000199,Zucchini,Cucurbita pepo,Cucurbitaceae,Fruchtgemüse,,Courgette,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Pfannengemüse; Ofengemüse; Ratatouille; Zoodles; Kuchen,sonnig,frisch,"humos, warm, nährstoffreich",hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,zucchini,zucchini.jpg,,Fortgeschritten,essbar,,
KR000200,Gartenkürbis,Cucurbita pepo,Cucurbitaceae,Fruchtgemüse,,Sommerkürbis,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Suppe; Ofengemüse; Püree; Kuchen; Chutney,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,gartenkuerbis,gartenkuerbis.jpg,,Fortgeschritten,essbar,,
KR000201,Riesenkürbis,Cucurbita maxima,Cucurbitaceae,Fruchtgemüse,,Hokkaido-Gruppe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Suppe; Püree; Ofengemüse; Kompott; Einmachen,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,riesenkuerbis,riesenkuerbis.jpg,,Fortgeschritten,essbar,,
KR000202,Moschuskürbis,Cucurbita moschata,Cucurbitaceae,Fruchtgemüse,,Butternut-Gruppe,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Raviolifüllung; Suppe; Ofengemüse; Curry,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,moschuskuerbis,moschuskuerbis.jpg,,Fortgeschritten,essbar,,
KR000203,Flaschenkürbis,Lagenaria siceraria,Cucurbitaceae,Fruchtgemüse,,Kalebasse,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Currys; Dal-Gemüse; gefüllt; Suppen,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,flaschenkuerbis,flaschenkuerbis.jpg,,Fortgeschritten,essbar,,
KR000204,Bittermelone,Momordica charantia,Cucurbitaceae,Fruchtgemüse,,Bittergurke,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Wokgerichte; Curry; gefüllt; Bittergemüse,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,bittermelone,bittermelone.jpg,,Experte,essbar-mit-einschränkung,reife rote Frucht/Samen,Unreif gegart; in Maßen; in Schwangerschaft meiden.
KR000205,Schwammgurke,Luffa cylindrica,Cucurbitaceae,Fruchtgemüse,,Luffa,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Wokgemüse; Suppen; Currys; gedünstet,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,2,Garten-frostempfindlich,schwammgurke,schwammgurke.jpg,,Fortgeschritten,essbar,,
KR000206,Okra,Abelmoschus esculentus,Malvaceae,Fruchtgemüse,,Ladyfinger,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Eintöpfe; Gumbo; Currys; geschmort,sonnig,frisch,"warm, humos, nährstoffreich",mittel bis hoch,mittel bis stark,60–200,einjährig,2,Garten-frostempfindlich,okra,okra.jpg,,Experte,essbar,,
KR000207,Mais,Zea mays,Poaceae,Fruchtgemüse,,Zuckermais,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Kolbenmais; Polenta; Salsa; Suppen; Salat,sonnig,frisch,"humos, warm, nährstoffreich",mittel bis hoch,stark,40–120,einjährig,3,Garten-frostempfindlich,mais,mais.jpg,,Fortgeschritten,essbar,,
KR000208,Artischocke,Cynara cardunculus var. scolymus,Asteraceae,Blütengemüse,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,gedämpft; gefüllt; Antipasti; Risotto; Dip-Gemüse,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,3,Garten,artischocke,artischocke.jpg,,Experte,essbar,,
KR000209,Karde,Cynara cardunculus,Asteraceae,Stielgemüse,,Cardy,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,gratiniert; geschmort; Bagna cauda; mediterranes Stielgemüse,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,zweijährig,3,Garten,karde,karde.jpg,,Fortgeschritten,essbar,,
KR000210,Gartenerbse,Pisum sativum,Fabaceae,Hülsenfrucht,,Erbse,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Erbsengemüse; Suppe; Risotto; Püree; Salat,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,gartenerbse,gartenerbse.jpg,,Anfänger,essbar,,
KR000211,Zuckererbse,Pisum sativum var. saccharatum,Fabaceae,Hülsenfrucht,,Kaiserschote,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,Wokgerichte; kurz blanchiert; Salate; Beilage,sonnig,frisch,"locker, humos",mittel,schwach,60–200,einjährig,2,Garten,zuckererbse,zuckererbse.jpg,,Anfänger,essbar,,
KR000212,Buschbohne,Phaseolus vulgaris,Fabaceae,Hülsenfrucht,,Gartenbohne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Bohnensalat; Beilage; Eintöpfe; Ofengemüse,sonnig,frisch,"humos, warm, locker",mittel,schwach bis mittel,30–60,einjährig,2,Garten-frostempfindlich,buschbohne,buschbohne.jpg,,Fortgeschritten,nur-verarbeitet,rohe Bohnen (Phasin),Nur gegart; roh giftig.
KR000213,Stangenbohne,Phaseolus vulgaris,Fabaceae,Hülsenfrucht,,Kletterbohne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,Beilage; Eintöpfe; Bohnensalat; Schmorgerichte,sonnig,frisch,"humos, warm, locker",mittel,schwach bis mittel,180–300,einjährig,2,Garten-frostempfindlich,stangenbohne,stangenbohne.jpg,,Fortgeschritten,nur-verarbeitet,rohe Bohnen (Phasin),Nur gegart; roh giftig.
KR000214,Feuerbohne,Phaseolus coccineus,Fabaceae,Hülsenfrucht,,Prunkbohne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bohneneintopf; Salat; Schmorbohnen; Trockenbohnenküche,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten-frostempfindlich,feuerbohne,feuerbohne.jpg,,Fortgeschritten,nur-verarbeitet,rohe Bohnen (Phasin),Nur gegart; roh giftig.
KR000215,Dicke Bohne,Vicia faba,Fabaceae,Hülsenfrucht,,Ackerbohne; Saubohne,https://powo.science.kew.org/; https://www.worldfloraonline.org/,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,Schmorgerichte; Püree; Salate; Pasta,sonnig,frisch,"humos, eher schwerer Boden möglich",mittel,schwach,60–150,einjährig,2,Garten,dicke-bohne,dicke-bohne.jpg,,Anfänger,nur-verarbeitet,rohe Bohnen,Nur gegart; bei G6PD-Mangel (Favismus) meiden.
KR000216,Linse,Lens culinaris,Fabaceae,Hülsenfrucht,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Linseneintopf; Dal; Salat; Suppe; Bratlinge,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,linse,linse.jpg,,Anfänger,nur-verarbeitet,getrocknete Samen roh,Getrocknet nur gegart.
KR000217,Kichererbse,Cicer arietinum,Fabaceae,Hülsenfrucht,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Hummus; Falafel; Curry; Salat; Eintopf,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,kichererbse,kichererbse.jpg,,Anfänger,nur-verarbeitet,getrocknete Samen roh,Getrocknet nur gegart/eingeweicht.
KR000218,Sojabohne,Glycine max,Fabaceae,Hülsenfrucht,,Edamame,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Edamame; Tofu; Tempeh; Miso; Sojamilch,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten-frostempfindlich,sojabohne,sojabohne.jpg,,Fortgeschritten,nur-verarbeitet,"rohe Bohnen (Trypsininhibitoren, Lektine)",Nur gegart/verarbeitet.
KR000219,Lupine,Lupinus angustifolius,Fabaceae,Hülsenfrucht,,Blaue Süßlupine,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Lupinenkaffee; Eiweißmehl; Bratlinge; Salatkerne,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,3,Garten,lupine,lupine.jpg,,Anfänger,nur-verarbeitet,Samen (Bitteralkaloide),Nur Süßlupine und fachgerecht entbittert.
KR000220,Erdnuss,Arachis hypogaea,Fabaceae,Hülsenfrucht,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Erdnusssauce; Satay; Eintöpfe; Süßgebäck; Topping,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten-frostempfindlich,erdnuss,erdnuss.jpg,,Experte,essbar,,
KR000221,Ingwer,Zingiber officinale,Zingiberaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Currypasten; Wokgerichte; Tee; Marinaden; Gebäck,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nur-geschützt,ingwer,ingwer.jpg,,Experte,essbar,,
KR000222,Kurkuma,Curcuma longa,Zingiberaceae,Gewürzpflanze,,Gelbwurz,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Currys; Dal; Goldene Milch; Reisfärbung; Pickles,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nur-geschützt,kurkuma,kurkuma.jpg,,Experte,essbar,,
KR000223,Galgant,Alpinia galanga,Zingiberaceae,Gewürzpflanze,,Großer Galgant,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom-Kha-Suppe; Currypasten; Marinaden; Wokgerichte,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nicht-kultivierbar,galgant,galgant.jpg,,,essbar,,
KR000224,Kleiner Galgant,Alpinia officinarum,Zingiberaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gewürzmischungen; Liköre; Reisgerichte; Fleischwürze,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nicht-kultivierbar,kleiner-galgant,kleiner-galgant.jpg,,,essbar,,
KR000225,Kardamom,Elettaria cardamomum,Zingiberaceae,Gewürzpflanze,,Grüner Kardamom,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Masala Chai; Reisgerichte; Gebäck; Milchdesserts; Kaffee,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nicht-kultivierbar,kardamom,kardamom.jpg,,,essbar,,
KR000226,Paradieskörner,Aframomum melegueta,Zingiberaceae,Gewürzpflanze,,Guineapfeffer,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gewürzmischungen; Schmorgerichte; Gemüsewürze; Rubs,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nicht-kultivierbar,paradieskoerner,paradieskoerner.jpg,,,essbar,,
KR000227,Pfeffer,Piper nigrum,Piperaceae,Gewürzpflanze,,Schwarzer Pfeffer,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Universalwürze; Pfeffersaucen; Marinaden; Einlegen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,pfeffer,pfeffer.jpg,,,essbar,,
KR000228,Langer Pfeffer,Piper longum,Piperaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Schmorgerichte; Gewürzmischungen; Chutneys; Dessertakzente,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,langer-pfeffer,langer-pfeffer.jpg,,,essbar,,
KR000229,Szechuanpfeffer,Zanthoxylum simulans,Rutaceae,Gewürzpflanze,,Sichuanpfeffer,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Mapo Tofu; Wokgerichte; Gewürzöl; Fünf-Gewürze-Mischungen,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,Garten-frostempfindlich,szechuanpfeffer,szechuanpfeffer.jpg,,Fortgeschritten,essbar,—,Nur die Fruchthülle als Gewürz.
KR000230,Zimt,Cinnamomum verum,Lauraceae,Gewürzpflanze,,Ceylon-Zimt,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Gebäck; Kompott; Gewürzreis; Schmorgerichte; Heißgetränke,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,zimt,zimt.jpg,,,essbar,,
KR000231,Cassia-Zimt,Cinnamomum cassia,Lauraceae,Gewürzpflanze,,Chinesischer Zimt,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Fünf-Gewürze-Mischung; Gebäck; Kompott; Schmorgerichte,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,cassia-zimt,cassia-zimt.jpg,,,essbar,,
KR000232,Gewürznelke,Syzygium aromaticum,Myrtaceae,Gewürzpflanze,,Nelke,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Rotkohl; Glühwein; Beizen; Schmorgerichte; Kompott,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,gewuerznelke,gewuerznelke.jpg,,,essbar,,
KR000233,Muskatnuss,Myristica fragrans,Myristicaceae,Gewürzpflanze,,Muskat,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Béchamel; Kartoffelpüree; Rahmgemüse; Gebäck,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,muskatnuss,muskatnuss.jpg,,,essbar-mit-einschränkung,Samen in großer Menge (Myristicin),Nur als Gewürz; größere Mengen giftig.
KR000234,Piment,Pimenta dioica,Myrtaceae,Gewürzpflanze,,Nelkenpfeffer,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerk-Gewürz; Eintöpfe; Pickles; Wurstgewürz; Gebäck,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,piment,piment.jpg,,,essbar,,
KR000235,Vanille,Vanilla planifolia,Orchidaceae,Gewürzpflanze,,Echte Vanille,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Desserts; Patisserie; Sirup; Milchgerichte; Kompott,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nicht-kultivierbar,vanille,vanille.jpg,,,essbar,,
KR000236,Sternanis,Illicium verum,Schisandraceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Pho-Brühe; Fünf-Gewürze-Mischung; Kompott; Glühwein,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-verholzend,2,nicht-kultivierbar,sternanis,sternanis.jpg,,,essbar,,
KR000237,Safran,Crocus sativus,Iridaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Risotto; Paella; Bouillabaisse; Süßspeisen; Gewürztee,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,mehrjährig-krautig,2,nur-geschützt,safran,safran.jpg,,Experte,essbar,,
KR000238,Sesam,Sesamum indicum,Pedaliaceae,Gewürzpflanze,,—,https://powo.science.kew.org/; https://www.worldfloraonline.org/,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Tahini; Gomasio; Topping; Sesamsauce; Backwaren,sonnig bis halbschattig,frisch,"humos, locker",mittel,mittel,20–60,einjährig,2,Garten,sesam,sesam.jpg,,Anfänger,essbar,,
